Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,MidHip_x,MidHip_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y,LBigToe_x,LBigToe_y,LSmallToe_x,LSmallToe_y,LHeel_x,LHeel_y,RBigToe_x,RBigToe_y,RSmallToe_x,RSmallToe_y,RHeel_x,RHeel_y,phase,img_name
0.592323,0.445228,0.592254,0.447751,0.589242,0.447716,0.590731,0.455975,0.593821,0.461504,0.593766,0.447717,0.5939,0.45067,0.595293,0.458668,0.595296,0.461498,0.593867,0.464118,0.601467,0.472428,0.612258,0.491407,0.595349,0.458802,0.601539,0.472292,0.612236,0.488708,0.592252,0.445065,0.593716,0.447647,0.59221,0.445084,0.593786,0.447637,0.613754,0.486076,0.610717,0.48057,0.612272,0.488764,0.612231,0.488742,0.613756,0.4914,0.613749,0.491555,left,frame_0069
0.593753,0.442356,0.592294,0.442359,0.587727,0.442411,0.587696,0.450606,0.590727,0.458692,0.593784,0.442339,0.59539,0.44788,0.595356,0.453285,0.595315,0.458692,0.593813,0.458774,0.604546,0.472339,0.612228,0.488624,0.595369,0.456022,0.606071,0.4723,0.613725,0.486004,0.592281,0.439599,0.593758,0.44237,0.590774,0.436885,0.593831,0.442258,0.615288,0.485969,0.6153,0.485953,0.613788,0.488643,0.613762,0.48873,0.61375,0.488755,0.613768,0.488758,left,frame_0070
0.583052,0.425958,0.583053,0.428734,0.579941,0.431426,0.576953,0.447752,0.57545,0.464129,0.586212,0.428636,0.593777,0.442361,0.593758,0.447859,0.584652,0.453311,0.581555,0.456027,0.58767,0.466836,0.601462,0.488616,0.590683,0.450639,0.596898,0.464164,0.603054,0.486021,0.583024,0.425879,0.583091,0.423342,0.581546,0.425891,0.583168,0.423219,0.607606,0.488779,0.606103,0.488738,0.60453,0.488719,0.606077,0.491424,0.604552,0.491443,0.601506,0.4914,left,frame_0071
0.57238,0.425922,0.573893,0.428744,0.569358,0.431488,0.569205,0.447899,0.569309,0.461504,0.580001,0.42604,0.583115,0.43969,0.586148,0.450509,0.57847,0.450553,0.573867,0.453255,0.583076,0.466883,0.592257,0.480551,0.581534,0.447864,0.590708,0.461422,0.595331,0.47238,0.572304,0.423376,0.572411,0.423267,0.570839,0.425924,0.575403,0.423138,0.601452,0.477807,0.599957,0.475101,0.595405,0.477817,0.595345,0.488718,0.59381,0.488652,0.593782,0.483324,left,frame_0072
0.550892,0.412358,0.552422,0.412384,0.544773,0.41773,0.541654,0.434195,0.541704,0.447787,0.560084,0.409631,0.567699,0.420558,0.56928,0.436939,0.555507,0.442282,0.550876,0.442419,0.555437,0.466799,0.560071,0.483353,0.560077,0.439554,0.566194,0.461375,0.575387,0.475173,0.549331,0.409572,0.55242,0.406981,0.547803,0.41231,0.555477,0.404246,0.57544,0.483308,0.578432,0.48054,0.576945,0.477853,0.558575,0.49149,0.557011,0.491439,0.561625,0.485968,left,frame_0073
0.534035,0.40687,0.537037,0.40956,0.527853,0.412324,0.52178,0.428701,0.523304,0.442393,0.546225,0.406936,0.549389,0.423275,0.55241,0.439678,0.538593,0.439612,0.53395,0.44226,0.534007,0.466865,0.537062,0.480511,0.543248,0.436913,0.549321,0.458691,0.553889,0.472391,0.532475,0.404164,0.535545,0.404099,0.53092,0.404212,0.541646,0.401362,0.556972,0.477856,0.557044,0.475045,0.552444,0.475036,0.538587,0.485975,0.535551,0.486055,0.537106,0.483278,middle,frame_0074
0.507884,0.387887,0.509472,0.385119,0.50029,0.38503,0.492622,0.398646,0.486449,0.41513,0.520194,0.387881,0.526358,0.401506,0.527865,0.423187,0.509483,0.409588,0.50482,0.409553,0.497232,0.434204,0.492573,0.458758,0.515627,0.409627,0.514077,0.439618,0.510959,0.458733,0.506333,0.385056,0.50944,0.385115,0.503311,0.385022,0.515573,0.382442,0.5079,0.466976,0.509458,0.466956,0.509467,0.458758,0.49105,0.466973,0.487976,0.46425,0.492574,0.46413,middle,frame_0075
0.486471,0.382277,0.489557,0.382287,0.480352,0.376859,0.471094,0.387861,0.464953,0.409702,0.500295,0.385163,0.506374,0.39874,0.503328,0.417779,0.484877,0.409707,0.478778,0.406916,0.46652,0.434245,0.454263,0.458666,0.491015,0.415086,0.477272,0.445165,0.463426,0.466877,0.484947,0.376963,0.489523,0.379568,0.483389,0.376833,0.495633,0.379544,0.457309,0.472357,0.461915,0.472361,0.461942,0.464229,0.449674,0.464239,0.448101,0.461427,0.454206,0.46147,middle,frame_0076
0.461951,0.357709,0.46496,0.355136,0.455824,0.349648,0.446606,0.371398,0.442,0.393189,0.47418,0.360419,0.478783,0.379665,0.474159,0.395964,0.460422,0.376862,0.45576,0.374095,0.440486,0.401425,0.426612,0.425926,0.466557,0.379645,0.449699,0.409718,0.435887,0.434196,0.460411,0.35233,0.464982,0.354985,0.45886,0.349547,0.47108,0.354994,0.432784,0.445142,0.435807,0.445155,0.435805,0.431464,0.423571,0.436876,0.420486,0.431418,0.423565,0.42866,right,frame_0077
0.449685,0.338686,0.449719,0.344103,0.444993,0.341538,0.435816,0.363297,0.432735,0.382284,0.458833,0.344174,0.458867,0.368719,0.454225,0.385131,0.446579,0.371409,0.441949,0.368747,0.428182,0.390574,0.420533,0.423136,0.451201,0.374111,0.431259,0.395929,0.422094,0.423186,0.448176,0.33603,0.451237,0.336032,0.446604,0.335996,0.457247,0.335972,0.420483,0.431384,0.422031,0.431393,0.422004,0.423365,0.418973,0.425958,0.415883,0.425911,0.418955,0.42328,right,frame_0078
0.443513,0.33862,0.443523,0.338699,0.435854,0.336071,0.426631,0.357839,0.42508,0.376908,0.449658,0.34136,0.448123,0.365935,0.435887,0.382391,0.437355,0.366078,0.432794,0.365991,0.420491,0.382268,0.415902,0.406948,0.441985,0.368789,0.428203,0.393248,0.422023,0.409576,0.443477,0.336024,0.445026,0.33604,0.440428,0.333293,0.446606,0.335955,0.420502,0.420533,0.422043,0.420568,0.422008,0.409688,0.415892,0.417781,0.412843,0.417757,0.412838,0.409644,right,frame_0079
0.448092,0.341359,0.446584,0.341512,0.4359,0.341393,0.429713,0.363178,0.426615,0.382317,0.457305,0.344216,0.454259,0.374159,0.442007,0.393242,0.441955,0.36879,0.435811,0.368679,0.422009,0.387861,0.403642,0.404119,0.448058,0.374084,0.440433,0.401377,0.429681,0.412417,0.446549,0.336075,0.44966,0.338622,0.443453,0.335889,0.454265,0.335985,0.431202,0.425934,0.43124,0.423292,0.428153,0.41505,0.403655,0.41234,0.400571,0.406875,0.402086,0.401481,right,frame_0080
0.472638,0.349556,0.469609,0.341375,0.458808,0.338669,0.445021,0.341525,0.442017,0.371431,0.483356,0.344242,0.488015,0.371445,0.484907,0.395974,0.4619,0.363238,0.454231,0.360465,0.445053,0.387797,0.431241,0.406985,0.469618,0.368659,0.471072,0.387828,0.457313,0.41786,0.471102,0.341527,0.474228,0.344143,0.466505,0.336057,0.478831,0.33876,0.461951,0.442304,0.463497,0.436936,0.452716,0.415131,0.432755,0.423277,0.42668,0.420535,0.428177,0.406921,right,frame_0081
0.494096,0.344189,0.494101,0.33592,0.483431,0.327853,0.466481,0.335876,0.463469,0.360569,0.503341,0.338774,0.517138,0.34968,0.514089,0.379504,0.486432,0.357763,0.478817,0.352379,0.474189,0.387758,0.455806,0.415151,0.494119,0.360579,0.497193,0.385063,0.480347,0.417868,0.49256,0.338724,0.495654,0.341463,0.487976,0.335904,0.500227,0.338755,0.48496,0.436917,0.486455,0.434131,0.47423,0.420448,0.458871,0.431392,0.454217,0.426036,0.45268,0.417864,right,frame_0082
0.511003,0.355141,0.509458,0.341355,0.50024,0.338631,0.486438,0.355114,0.489493,0.36878,0.520232,0.344196,0.521685,0.371362,0.518649,0.374177,0.498739,0.357798,0.491064,0.357696,0.498777,0.382261,0.481893,0.423192,0.507886,0.360531,0.51258,0.387786,0.504872,0.426046,0.510966,0.352369,0.514057,0.349671,0.50636,0.341416,0.518651,0.344209,0.512571,0.442386,0.514053,0.439614,0.500245,0.428703,0.489539,0.439539,0.483397,0.434194,0.478749,0.423367,middle,frame_0083
0.506436,0.352302,0.503303,0.341471,0.49409,0.338785,0.486414,0.357752,0.488013,0.376933,0.514063,0.344227,0.515574,0.37419,0.509475,0.382351,0.500232,0.365937,0.494116,0.365969,0.495673,0.393251,0.487959,0.426019,0.50643,0.365975,0.509447,0.396017,0.507906,0.428811,0.506347,0.346954,0.507943,0.34683,0.498716,0.341511,0.510977,0.341361,0.512521,0.442393,0.515574,0.439655,0.504872,0.434114,0.494158,0.442395,0.487978,0.43962,0.484958,0.428684,middle,frame_0084
0,0,0.471118,0.325027,0.461951,0.325035,0.468032,0.357816,0.484919,0.390526,0.478811,0.322358,0.494147,0.368683,0.495651,0.393301,0.477278,0.3578,0.474213,0.363262,0.484894,0.390517,0.488003,0.406865,0.480328,0.35507,0.494081,0.387796,0.498736,0.406883,0,0,0,0,0,0,0.478812,0.322349,0.53706,0.442411,0.533991,0.445068,0.500269,0.406956,0,0,0,0,0,0,middle,frame_0086
0.507949,0.243162,0.501813,0.229653,0.484893,0.240531,0.495677,0.28954,0.518694,0.325097,0.518689,0.221376,0.533963,0.248772,0.540141,0.289566,0.50792,0.262368,0.498692,0.270423,0.509488,0.306021,0.530943,0.34683,0.517092,0.254221,0.538596,0.292327,0.564646,0.344189,0.503363,0.235029,0.509502,0.232382,0.494157,0.229564,0.515559,0.218758,0.573904,0.357803,0.576976,0.352269,0.56316,0.355002,0.541658,0.355062,0.533985,0.357822,0.533966,0.346938,left,frame_0091
0.524793,0.226761,0.517113,0.215981,0.500273,0.232259,0.50793,0.286797,0.518699,0.330464,0.532507,0.202218,0.555471,0.229592,0.566158,0.267755,0.51861,0.243229,0.506418,0.251424,0.529357,0.29514,0.553978,0.349576,0.52787,0.235043,0.552394,0.276009,0.576974,0.330569,0.520187,0.221397,0.526327,0.218606,0.509426,0.215976,0.530898,0.205048,0.587696,0.344113,0.590777,0.335917,0.575409,0.344106,0.567777,0.357804,0.561575,0.363257,0.555509,0.355022,left,frame_0092
0.589193,0.50784,0.587703,0.518726,0.583085,0.518752,0.584618,0.543215,0.586191,0.551391,0.592251,0.521407,0.592314,0.543317,0.592256,0.55139,0.587649,0.556952,0.584656,0.556958,0.584627,0.586911,0.58159,0.619732,0.590709,0.556951,0.590728,0.586912,0.590754,0.619651,0.587716,0.507855,0.590719,0.505108,0.587664,0.505067,0.589223,0.496907,0.592308,0.622365,0.592275,0.62512,0.592269,0.622369,0.583089,0.625155,0.581532,0.627818,0.581559,0.622374,right,frame_0107
0.576975,0.543273,0.576979,0.540556,0.572352,0.543253,0.573875,0.562342,0.575413,0.573242,0.580046,0.543256,0.581529,0.562402,0.58,0.573205,0.576932,0.573263,0.575403,0.573297,0.575383,0.603243,0.57387,0.636052,0.578503,0.573317,0.579992,0.600634,0.580036,0.635949,0.576965,0.540534,0,0,0,0,0,0,0.581552,0.636011,0.581563,0.638789,0.581541,0.638743,0.573864,0.641501,0.572359,0.641469,0.573896,0.636048,right,frame_0109
0.546198,0.589647,0.546169,0.595087,0.544846,0.595079,0.54481,0.597931,0.546158,0.600613,0.546257,0.597673,0.54773,0.600434,0.546339,0.600503,0.546264,0.608671,0.546194,0.60612,0.546242,0.622429,0.546147,0.633306,0.546348,0.606117,0.546371,0.619746,0.546385,0.627922,0.54617,0.586868,0.546219,0.589643,0.546147,0.589712,0.546161,0.595181,0,0,0,0,0,0,0.546329,0.63874,0.546237,0.641453,0.54626,0.636054,middle,frame_0113
0.466545,0.486022,0.464951,0.502343,0.460373,0.505051,0.460402,0.526862,0.46196,0.537813,0.469531,0.505064,0.471086,0.526917,0.469636,0.535052,0.466469,0.540504,0.463412,0.540492,0.461909,0.570497,0.460418,0.597743,0.468091,0.537897,0.46961,0.565157,0.474168,0.592386,0.465015,0.485978,0.466522,0.483256,0.463451,0.483279,0.46651,0.475162,0.477253,0.595083,0.4788,0.59506,0.474164,0.595146,0.461885,0.600562,0.460402,0.600537,0.461893,0.600488,left,frame_0124
0,0,0.373008,0.507858,0.372971,0.507801,0.374491,0.521424,0.374518,0.524223,0.372971,0.507825,0.37451,0.524138,0.376048,0.526924,0.374535,0.537815,0.374543,0.537799,0.37755,0.562431,0.376037,0.584154,0.374537,0.537804,0.377574,0.562385,0.37911,0.584264,0,0,0,0,0.374507,0.496946,0,0,0.380645,0.589613,0.380618,0.589639,0.380649,0.589636,0.377563,0.586948,0.377589,0.589665,0.376006,0.586989,left,frame_0126
0.57073,0.565192,0.570772,0.570507,0.569394,0.567879,0.570787,0.576017,0.570923,0.578668,0.570899,0.570509,0.573929,0.576029,0.573875,0.578655,0.573914,0.578933,0.572414,0.578912,0.579992,0.597691,0.583054,0.603439,0.576919,0.581427,0.581498,0.597682,0.583124,0.600681,0.569413,0.562436,0.570719,0.562415,0.569418,0.565181,0.570733,0.565035,0,0,0,0,0.586158,0.603306,0.584602,0.603364,0.583088,0.606,0.584603,0.608785,left,frame_0128
0.553899,0.55964,0.556937,0.570417,0.555492,0.570475,0.555525,0.575912,0.556928,0.576112,0.557035,0.567893,0.558487,0.575969,0.557097,0.576077,0.5571,0.581516,0.557005,0.581567,0.557068,0.586918,0.560093,0.600574,0.558501,0.581508,0.558574,0.58704,0.563163,0.60065,0.552396,0.556848,0.552426,0.556823,0.552425,0.556896,0.555442,0.556998,0,0,0,0,0.566168,0.603376,0.561633,0.606054,0.561599,0.606062,0,0,left,frame_0129
0.543199,0.562338,0.544773,0.567757,0.544665,0.567735,0.544768,0.570448,0.544763,0.573219,0.546185,0.56512,0.546297,0.570493,0.546241,0.570567,0.54634,0.575896,0.54632,0.573273,0.546308,0.581507,0.547873,0.597867,0.547777,0.573281,0.546358,0.584201,0.549377,0.597883,0.5417,0.559555,0.54316,0.559529,0.543233,0.559601,0.544691,0.559714,0,0,0,0,0.552404,0.603355,0.547809,0.60335,0.547817,0.603326,0,0,middle,frame_0130
0.501791,0.543302,0.504783,0.548689,0.501832,0.54863,0.501809,0.554063,0.500273,0.559572,0.506296,0.551312,0.506318,0.554315,0.504803,0.559559,0.504855,0.562422,0.50479,0.56232,0.500318,0.58425,0.500319,0.603263,0.506315,0.562346,0.501765,0.584253,0.501823,0.603359,0.500248,0.537906,0.498833,0.53797,0.501756,0.540562,0.504806,0.545974,0.50485,0.60878,0.504833,0.606072,0.503341,0.608792,0.50176,0.606022,0.500262,0.603345,0.501813,0.608741,middle,frame_0132
0.48027,0.529664,0.483368,0.535086,0.481873,0.534999,0.480307,0.540582,0.474173,0.543329,0.483422,0.53517,0.48336,0.545935,0.480279,0.551413,0.483396,0.556933,0.483341,0.55689,0.474194,0.57866,0.477215,0.600554,0.484847,0.556898,0.474184,0.578664,0.478797,0.600689,0.480315,0.526953,0.480271,0.526983,0.480359,0.529539,0.4819,0.529578,0.471126,0.611401,0.474199,0.611408,0.481815,0.605992,0.469581,0.605989,0.471098,0.603306,0.478762,0.603319,middle,frame_0133
0.46195,0.52427,0.46808,0.532323,0.467992,0.532315,0.466488,0.537745,0.437485,0.524218,0.469588,0.532464,0.469509,0.540481,0.466497,0.543363,0.468068,0.548772,0.468022,0.54874,0.460299,0.570548,0.45734,0.595101,0.469558,0.548718,0.458913,0.57059,0.457336,0.595216,0.460459,0.518752,0.461933,0.521524,0.463462,0.521534,0.466486,0.526923,0.451168,0.600474,0.45121,0.600557,0.457354,0.597941,0.451162,0.597767,0.452696,0.595138,0.457332,0.597846,middle,frame_0134
0.441968,0.499607,0.44811,0.507805,0.449608,0.507776,0.443496,0.521394,0.431238,0.52962,0.446597,0.50782,0.44353,0.521433,0.435846,0.532312,0.448087,0.540615,0.448117,0.540567,0.434352,0.557014,0.432792,0.586962,0.448071,0.543218,0.434328,0.559585,0.428151,0.58959,0,0,0.443475,0.494273,0.449622,0.494122,0.446592,0.496895,0.417451,0.592298,0.420521,0.59507,0.429684,0.592411,0.423595,0.589599,0.426613,0.586979,0.434331,0.592321,right,frame_0135
0.432792,0.51338,0.435813,0.518806,0.435786,0.518683,0.434361,0.521546,0.432777,0.521557,0.435831,0.521403,0.435846,0.526897,0.434291,0.529579,0.435807,0.535121,0.435817,0.535108,0.423541,0.556951,0.417409,0.57612,0.435784,0.5351,0.423529,0.556895,0.414352,0.578666,0.432797,0.513173,0.432791,0.513211,0.434312,0.513254,0.434355,0.513306,0.411306,0.581461,0.409785,0.578832,0.411318,0.578742,0.417415,0.581431,0.417441,0.581419,0.414377,0.578809,right,frame_0136
0.420416,0.513335,0.420487,0.518728,0.419,0.516115,0.417414,0.524143,0.417479,0.529546,0.421977,0.518802,0.422071,0.529547,0.420495,0.529693,0.418988,0.532434,0.417427,0.53239,0.403661,0.548645,0.395906,0.562434,0.42053,0.532465,0.405197,0.548678,0.394444,0.565135,0.418976,0.510604,0.420431,0.510615,0.418961,0.510619,0.420537,0.513297,0.391339,0.573187,0.392878,0.570586,0.392901,0.567882,0.392918,0.567861,0.394426,0.565164,0.391393,0.567809,right,frame_0137
0.40061,0.491491,0.403646,0.502346,0.40209,0.502332,0.398996,0.507815,0.399013,0.51328,0.406689,0.505042,0.406654,0.51329,0.40211,0.515991,0.402071,0.521428,0.400539,0.518809,0.383689,0.532457,0.362258,0.554252,0.403619,0.521504,0.385256,0.53507,0.36377,0.554181,0.402129,0.488776,0.403613,0.488715,0.402113,0.491412,0.405187,0.491432,0.357646,0.554261,0.356114,0.55686,0.362249,0.55409,0.36068,0.556887,0.359161,0.554249,0.362197,0.554155,right,frame_0139
0.39752,0.494113,0.397471,0.50229,0.395943,0.49962,0.389811,0.505087,0.389815,0.505099,0.399054,0.502394,0.397544,0.513238,0.395919,0.510523,0.389811,0.518704,0.386783,0.516059,0.371456,0.535173,0.356099,0.548751,0.391355,0.518777,0.3745,0.537839,0.357631,0.548813,0.398995,0.494115,0.39902,0.491485,0.397468,0.491475,0.399075,0.494162,0.35457,0.554196,0.351536,0.554154,0.356121,0.546088,0.353063,0.551486,0.353042,0.55142,0.354587,0.545949,right,frame_0140
0.408266,0.469597,0.406681,0.472486,0.400656,0.475151,0.399012,0.485845,0.400544,0.488677,0.408286,0.475105,0.408225,0.485928,0.406675,0.486102,0.400569,0.488813,0.399095,0.48876,0.397401,0.491626,0.372979,0.513158,0.402133,0.488834,0.398991,0.494168,0.375991,0.513274,0.408255,0.467057,0.409677,0.467019,0.406682,0.467034,0.409698,0.469551,0,0,0,0,0.375984,0.513307,0.377543,0.513416,0.376055,0.513274,0,0,right,frame_0142
0.471091,0.426106,0.4711,0.436903,0.463509,0.436843,0.457351,0.445085,0.438967,0.464152,0.47423,0.436949,0.478804,0.450599,0.474161,0.453218,0.469537,0.453347,0.46347,0.453255,0.454211,0.447795,0.434334,0.466931,0.472661,0.455973,0.461912,0.453324,0.437425,0.467018,0.471056,0.426038,0.471165,0.425976,0.469615,0.426052,0.472675,0.426116,0.435849,0.472461,0.438921,0.472386,0.435836,0.46423,0.432811,0.472371,0.431233,0.469568,0.432755,0.466881,right,frame_0145
0.48951,0.423337,0.486494,0.428813,0.483443,0.428753,0.480307,0.436987,0.481871,0.442374,0.492559,0.431391,0.49716,0.442451,0.492585,0.44238,0.481845,0.447861,0.477289,0.447812,0.471122,0.447897,0.446562,0.464222,0.483425,0.447895,0.4803,0.45058,0.448078,0.466822,0.488021,0.423199,0.489574,0.42318,0.486434,0.423189,0.492534,0.423239,0.449674,0.475052,0.449643,0.472348,0.445075,0.464196,0.448105,0.472309,0.448078,0.46965,0.44352,0.461486,right,frame_0146
0.511051,0.417865,0.509439,0.425918,0.504849,0.423356,0.500226,0.43147,0.497168,0.439562,0.515558,0.426017,0.523239,0.439624,0.530939,0.450498,0.50184,0.453286,0.498706,0.450647,0.492597,0.466937,0.471104,0.469716,0.506424,0.455964,0.500262,0.469684,0.474178,0.472411,0.509524,0.415088,0.512578,0.415136,0.507934,0.415044,0.515588,0.417885,0.472636,0.480469,0.471122,0.475133,0.477255,0.466992,0.46807,0.480487,0.46802,0.472446,0.46652,0.469546,right,frame_0147
0.523323,0.423164,0.521684,0.428738,0.518584,0.428829,0.512534,0.447762,0.514064,0.458752,0.526295,0.428766,0.532504,0.442442,0.540166,0.45326,0.511061,0.458655,0.509407,0.456022,0.506444,0.46698,0.487958,0.486076,0.517087,0.458708,0.518649,0.469688,0.501783,0.488687,0.521829,0.420507,0.52481,0.420503,0.521655,0.420492,0.524783,0.423167,0.500273,0.494126,0.504856,0.491481,0.498712,0.486049,0.489509,0.491445,0.486461,0.488657,0.486482,0.485966,right,frame_0148
0.540102,0.423139,0.534033,0.428804,0.535548,0.428842,0.541673,0.445122,0.546283,0.453221,0.533993,0.428675,0.541671,0.445039,0.544753,0.447881,0.52791,0.461422,0.530884,0.461504,0.529429,0.483251,0.518688,0.494231,0.526317,0.458755,0.52477,0.480601,0.512557,0.49153,0.538611,0.420468,0.538626,0.420513,0.537032,0.41787,0.535521,0.417876,0.517123,0.502326,0.515585,0.499623,0.511013,0.491426,0.517127,0.499689,0.518657,0.502351,0.518656,0.499606,right,frame_0149
0.547821,0.423235,0.544729,0.428743,0.540127,0.431377,0.541677,0.445095,0.55238,0.453295,0.549352,0.428713,0.557012,0.442361,0.560104,0.447756,0.541658,0.458772,0.538568,0.458704,0.544732,0.48057,0.535541,0.49967,0.544749,0.461364,0.544771,0.480525,0.537071,0.499591,0.546284,0.420521,0.549326,0.420495,0.543248,0.420482,0.550863,0.420555,0.540116,0.507765,0.541651,0.507778,0.530937,0.496962,0.540124,0.510558,0.537076,0.510582,0.529396,0.502355,middle,frame_0150
0.563149,0.42594,0.563159,0.42608,0.557034,0.428755,0.546305,0.439664,0.538577,0.455971,0.570775,0.425952,0.579979,0.434139,0.586152,0.447854,0.567746,0.455941,0.563108,0.455953,0.570776,0.475104,0.567757,0.507848,0.570832,0.453204,0.570873,0.477776,0.566222,0.50771,0.56159,0.423299,0.564657,0.423285,0.560043,0.423283,0.566245,0.423149,0.573874,0.510534,0.573896,0.510455,0.563144,0.50787,0.575408,0.51332,0.572354,0.51334,0.564714,0.510636,middle,frame_0151
